tag	label	C	dur_s	req_s	out_tps	in_tps	total_tps	ttft_mean_ms	ttft_p50_ms	ttft_p99_ms	tpot_mean_ms	tpot_p50_ms	tpot_p99_ms	itl_mean_ms	e2e_mean_ms	e2e_p99_ms	completed	shape	in	out	prefix	prompts	ttft_ms	p99_ttft	tpot_ms	p99_tpot	host
nemo3s	router	64	31.0	12.402	1587	14287	15874	1711	1321	4879	27.2	26.9	34.0	27.2	5159.5	8047.7	384										pro6000-ws400w
nemo3s	router	64	32.1	12.402	1587	12700	14287	1711	1363	4921	27.15	28.32	35.57	27.15	5159	8351	384										pro6000-ws400w
nemo3s	router	256	70.5	22.227	2845	22761	25606	2007	1938	5841	74.72	77.62	87.42	74.72	11497	15816	1536										pro6000-ws400w
nemo3s	promptopt	256	201.9	7.821	2002	28030	30032	3493	2627	20045	114.35	123.22	127.9	114.35	32653	51379	1536										pro6000-ws400w
nemo3s	judge	128	198.1	3.953	2024	16191	18215	2211	1608	11916	58.92	61.44	63.46	58.92	32321	43621	768										pro6000-ws400w
nemo3s_mtp_b12x-flashinfer_cutlass	router	256	207.1	9.96	1275	10199	11474	16498	17017	25814	61.31	69.52	83.41	72.94	24283	33189	2048										pro6000-ws400w
nemo3s_mtp_b12x-flashinfer_cutlass	router	1024	818.6	10.209	1307	10454	11761	86526	94004	95868	62.57	70.37	79.22	74.0	94472	105246	8192										pro6000-ws400w
nemo3s_mtp_b12x-flashinfer_cutlass	promptopt	1024	1849.3	4.5	1152	16127	17279	196466	212504	216332	71.04	79.83	90.52	83.6	214582	238147	8192										pro6000-ws400w
nemo3s_mtp_b12x-flashinfer_cutlass	judge	512	1318.7	2.792	1405	11437	12842	145493	158339	167558	68.42	56.1	267.12	90.72	174201	210686	3681										pro6000-ws400w
ornith	judge	128	508.2	1.511	774	6964	7737	7498	3383	53930	150.6	158.3	161.9	150.6	84452.7	134607.5	768										pro6000-ws400w
ornith	promptopt	256	367.7	4.177	1069	16040	17109	5703	2512	39375	217.2	229.0	234.2	217.2	61081.0	97028.2	1536										pro6000-ws400w
ornith	router	256	224.2	6.852	877	7894	8771	4359	2391	26746	258.7	273.4	283.0	258.7	37211.0	61500.9	1536										pro6000-ws400w
ornith	router	64	72.5	5.298	678	6103	6781	2351	2262	7088	76.5	77.1	92.5	76.5	12060.7	16283.3	384										pro6000-ws400w
ornith	router	64	72.5	5.298	678	5425	6103	2351	2262	7088	76.46	77.1	92.48	76.46	12061	16283	384										pro6000-ws400w
ornith	router	256	224.2	6.852	877	7017	7894	4359	2391	26746	258.68	273.37	283.0	258.68	37211	61501	1536										pro6000-ws400w
ornith	promptopt	256	367.7	4.177	1069	14971	16040	5703	2512	39375	217.17	228.98	234.15	217.17	61081	97028	1536										pro6000-ws400w
ornith	judge	128	508.2	1.511	774	6190	6964	7498	3383	53930	150.6	158.33	161.92	150.6	84453	134607	768										pro6000-ws400w
q27_bf16_---	router	256	181.5	11.587	1483	11865	13348	5256	5358	15938	132.44	136.88	167.79	132.44	22076	33981	2048										pro6000-ws400w
q27_bf16_---	router	1024	682.7	12.189	1560	12482	14042	29883	24401	74704	417.51	439.89	453.13	417.51	82907	130300	8192										pro6000-ws400w
q27_bf16_---	promptopt	1024	1450.4	5.74	1470	20574	22043	85633	93416	150157	348.76	361.81	387.91	348.76	174566	241624	8192										pro6000-ws400w
q27_bf16_---	judge	512	1423.2	2.922	1496	11969	13465	26185	17865	122866	288.34	305.81	318.3	288.34	173528	281520	4096										pro6000-ws400w
q27_nvfp4_ptq2_---	router	256	232.2	9.017	1154	9234	10388	7838	7862	22934	161.77	168.7	213.87	161.77	28382	44967	2048										pro6000-ws400w
q27_nvfp4_ptq2_---	router	1024	917.5	9.045	1158	9262	10420	13137	8276	91583	786.92	839.0	869.16	786.92	113076	197760	8192										pro6000-ws400w
q27_nvfp4_ptq2_---	promptopt	1024	1857.2	4.471	1145	16025	17170	22943	11101	184783	807.04	867.23	882.05	807.04	228738	394195	8192										pro6000-ws400w
q27_nvfp4_ptq2_---	judge	512	1898.5	2.188	1120	8964	10084	21847	10449	181476	414.77	442.42	450.88	414.77	233793	407645	4096										pro6000-ws400w
q27_nvfp4_ptq2_b12x--	router	256	73.7	28.336	3627	29016	32643	2069	1909	5915	54.77	57.07	67.61	54.77	9025	13437	2048										pro6000-ws400w
q27_nvfp4_ptq2_b12x--	router	1024	273.5	30.372	3888	31101	34988	3389	2152	23455	238.14	252.23	259.42	238.14	33632	55069	8192										pro6000-ws400w
q27_nvfp4_ptq2_b12x--	promptopt	1024	587.0	14.133	3618	50654	54272	6282	3045	48151	258.79	276.29	281.26	258.79	72272	113461	8192										pro6000-ws400w
q27_nvfp4_ptq2_b12x--	judge	512	612.3	6.765	3464	27709	31172	5998	3407	46170	136.13	143.33	145.84	136.13	75561	119175	4096										pro6000-ws400w
q27_nvfp4_quasar_qat_---	router	256	232.4	9.013	1154	9229	10383	7728	7797	23148	162.74	168.45	214.28	162.74	28397	45258	2048										pro6000-ws400w
q27_nvfp4_quasar_qat_---	router	1024	916.6	9.061	1160	9278	10438	13119	8265	91577	785.53	837.97	868.27	785.53	112882	197645	8192										pro6000-ws400w
q27_nvfp4_quasar_qat_---	promptopt	1024	1860.1	4.469	1144	16017	17161	22925	11094	184698	807.56	868.17	881.56	807.56	228852	394653	8192										pro6000-ws400w
q27_nvfp4_quasar_qat_---	judge	512	1896.6	2.191	1122	8975	10097	22222	12861	181360	413.45	441.61	450.56	413.45	233494	407026	4096										pro6000-ws400w
q27_nvfp4_quasar_qat_b12x--	router	256	74.1	28.19	3608	28867	32475	2043	1904	6379	55.34	57.38	67.59	55.34	9071	13901	2048										pro6000-ws400w
q27_nvfp4_quasar_qat_b12x--	router	1024	273.1	30.412	3893	31142	35034	3385	2151	23384	237.81	251.96	260.14	237.82	33588	54968	8192										pro6000-ws400w
q27_nvfp4_quasar_qat_b12x--	promptopt	1024	586.3	14.154	3623	50727	54350	6404	3747	48180	257.9	275.87	280.37	257.9	72169	113498	8192										pro6000-ws400w
q27_nvfp4_quasar_qat_b12x--	judge	512	607.1	6.827	3496	27965	31460	5970	3375	45719	134.83	141.66	144.73	134.83	74868	117942	4096										pro6000-ws400w
qwen27b_x4		64	10.3	12.4	1587	12699	14286										128	router	1024	128	0	128	1551	1922	28.3	36.1	pro6000-s600w
qwen27b_x4		256	12.5	20.63	2641	21129	23770										256	router	1024	128	0	256	4631	7731	60.3	90.1	pro6000-s600w
qwen27b_x4		64	42.8	2.99	1533	12267	13800										128	judge	4096	512	0	128	4087	7807	33.7	38.6	pro6000-s600w
qwen27b_x4		32	56.5	0.57	1165	4658	5823										32	rollout	8192	2048	0	32	4044	5131	25.5	26.5	pro6000-s600w
qwen27b_x4_full		16	6.5	9.97	638	2551	3189										64	short	256	64	0	64	146	163	23.1	23.4	pro6000-s600w
qwen27b_x4_full		64	4.2	30.44	1948	7794	9742										128	short	256	64	0	128	483	526	25.7	29.9	pro6000-s600w
qwen27b_x4_full		256	4.3	59.93	3836	15342	19178										256	short	256	64	0	256	1651	1998	41.1	58.9	pro6000-s600w
qwen27b_x4_full		16	13.7	4.68	599	4795	5395										64	router	1024	128	0	64	443	492	23.4	24.4	pro6000-s600w
qwen27b_x4_full		64	10.3	12.4	1587	12694	14281										128	router	1024	128	0	128	1555	1924	28.3	36.0	pro6000-s600w
qwen27b_x4_full		256	12.4	20.64	2642	21135	23776										256	router	1024	128	0	256	4626	7703	60.3	89.4	pro6000-s600w
qwen27b_x4_full		16	27.9	2.29	587	8219	8806										64	promptopt	512	256	3072	64	945	1339	23.6	24.9	pro6000-s600w
qwen27b_x4_full		64	21.5	5.98	1531	21437	22968										128	promptopt	512	256	3072	128	3042	4262	29.9	38.2	pro6000-s600w
qwen27b_x4_full		256	26.4	9.77	2500	35002	37502										256	promptopt	512	256	3072	256	9844	16275	63.3	92.6	pro6000-s600w
qwen27b_x4_full		16	55.6	1.15	590	4722	5313										64	judge	4096	512	0	64	1812	1974	23.6	24.2	pro6000-s600w
qwen27b_x4_full		64	37.1	3.46	1771	14171	15942										128	judge	4096	512	0	128	3382	7647	29.5	38.0	pro6000-s600w
qwen27b_x4_full		128	20.0	6.43	3291	26331	29622										128	judge	4096	512	0	128	2740	3857	33.5	37.2	pro6000-s600w
qwen27b_x4_full		16	102.5	0.31	640	2560	3200										32	rollout	8192	2048	0	32	2408	2562	23.8	24.0	pro6000-s600w
qwen27b_x4_full		64	63.7	1.01	2060	8239	10298										64	rollout	8192	2048	0	64	2752	5562	29.7	30.9	pro6000-s600w
qwen27b_x4_mtp		64	9.2	14.0	1792	14338	16130										128	router	1024	128	0	128	1011	2027	23.6	47.9	pro6000-s600w
qwen27b_x4_mtp		256	13.9	18.57	2377	19016	21393										256	router	1024	128	0	256	4951	8215	52.5	86.4	pro6000-s600w
qwen27b_x4_mtp		64	38.2	3.73	1911	15287	17198										128	judge	4096	512	0	128	3086	8195	23.3	56.4	pro6000-s600w
qwen27b_x4_mtp		32	65.4	0.85	1749	6996	8745										32	rollout	8192	2048	0	32	5948	8414	11.5	28.6	pro6000-s600w
step37_---	promptopt	1024	69.0	14.154	3623	54352	57976	27650	20613	54084	110.9	128.7	130.7	110.9	55917.5	68676.4	976										pro6000-ws400w
step37_---	router	1024	86.7	11.258	1441	12969	14410	40506	38115	79740	259.6	327.8	331.3	259.7	73473.4	86556.7	976										pro6000-ws400w
step37_---	router	256	187.5	10.925	1398	12586	13984	3304	2380	18087	158.1	164.4	177.9	158.1	23377.2	38964.6	2048										pro6000-ws400w
step37_---	router	256	187.5	10.925	1398	11187	12586	3304	2380	18087	158.05	164.36	177.92	158.05	23377	38965	2048										pro6000-ws400w
step37_---	router	1024	86.7	11.258	1441	11528	12969	40506	38115	79740	259.59	327.79	331.33	259.71	73473	86557	976										pro6000-ws400w
step37_---	promptopt	1024	69.0	14.154	3623	50729	54352	27650	20613	54084	110.85	128.75	130.73	110.88	55918	68676	976										pro6000-ws400w
step37_b12x-marlin	judge	512	1591.0	2.575	1318	11863	13182	13596	2723	159067	361.4	381.9	384.6	361.4	198275.0	349842.0	4096										pro6000-ws400w
step37_b12x-marlin	promptopt	1024	72.7	13.426	3437	51558	54995	29431	22315	57788	116.5	136.2	138.1	116.6	59148.9	72494.4	976										pro6000-ws400w
step37_b12x-marlin	router	1024	93.6	10.431	1335	12017	13352	43904	41498	86956	279.7	354.6	357.9	279.9	79429.8	93433.1	976										pro6000-ws400w
step37_b12x-marlin	router	256	201.6	10.156	1300	11700	13000	3526	2596	20061	170.3	176.3	192.9	170.3	25150.9	42415.6	2048										pro6000-ws400w
step37_b12x-marlin	router	256	201.6	10.156	1300	10400	11700	3526	2596	20061	170.27	176.3	192.95	170.27	25151	42416	2048										pro6000-ws400w
step37_b12x-marlin	router	1024	93.6	10.431	1335	10682	12017	43904	41498	86956	279.73	354.62	357.95	279.86	79430	93433	976										pro6000-ws400w
step37_b12x-marlin	promptopt	1024	72.7	13.426	3437	48120	51558	29431	22315	57788	116.54	136.24	138.14	116.57	59149	72494	976										pro6000-ws400w
step37_b12x-marlin	judge	512	1591.0	2.575	1318	10545	11863	13596	2723	159067	361.41	381.92	384.57	361.41	198275	349842	4096										pro6000-ws400w
tune_asyncsched		256	6.3	41.03	5252	42017	47269										256	router	1024	128	0	256	1492	2568	36.8	46.3	pro6000-s600w
tune_asyncsched		256	9.5	27.22	6968	97557	104525										256	promptopt	512	256	3072	256	1165	1678	32.2	35.6	pro6000-s600w
tune_asyncsched		64	22.0	5.89	3014	24114	27128										128	judge	4096	512	0	128	1125	2019	19.0	21.2	pro6000-s600w
tune_mnbt16k		256	6.2	41.68	5335	42682	48018										256	router	1024	128	0	256	1574	2470	35.6	46.1	pro6000-s600w
tune_mnbt16k		256	9.5	27.08	6934	97072	104005										256	promptopt	512	256	3072	256	1237	1664	32.1	34.7	pro6000-s600w
tune_mnbt16k		64	22.4	5.78	2957	23657	26614										128	judge	4096	512	0	128	1271	1974	19.2	21.5	pro6000-s600w
tune_mnbt4k		256	6.5	39.88	5104	40835	45940										256	router	1024	128	0	256	1527	2790	37.4	46.5	pro6000-s600w
tune_mnbt4k		256	9.8	26.73	6843	95806	102649										256	promptopt	512	256	3072	256	1149	1761	32.8	36.3	pro6000-s600w
tune_mnbt4k		64	22.5	5.77	2954	23635	26590										128	judge	4096	512	0	128	942	2151	19.8	22.0	pro6000-s600w
tune_seqs512		256	6.2	41.82	5353	42828	48181										256	router	1024	128	0	256	1570	2464	35.5	45.6	pro6000-s600w
tune_seqs512		256	9.6	27.43	7021	98295	105316										256	promptopt	512	256	3072	256	1269	1670	31.5	35.2	pro6000-s600w
tune_seqs512		64	22.4	5.85	2996	23971	26967										128	judge	4096	512	0	128	1284	1956	18.9	21.5	pro6000-s600w
tune_util96		256	6.3	41.56	5320	42561	47881										256	router	1024	128	0	256	1568	2483	35.8	47.1	pro6000-s600w
tune_util96		256	9.9	26.64	6820	95479	102299										256	promptopt	512	256	3072	256	1251	1671	32.7	36.2	pro6000-s600w
tune_util96		64	22.3	5.82	2978	23820	26798										128	judge	4096	512	0	128	1285	1973	19.0	21.5	pro6000-s600w
